,Indicator Full Name,Indicator,Area Name,Radius,Year,Time period,Mortality Rate
1225,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2010,2010 - 12,30.035545120402602
1227,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2011,2011 - 13,25.4601168321151
1228,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2011,2011 - 13,54.6968540562496
1229,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2011,2011 - 13,21.398203968088698
1230,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2011,2011 - 13,35.5924995572255
1231,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2011,2011 - 13,35.1328989861294
1232,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2011,2011 - 13,27.9575513218769
1233,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2011,2011 - 13,31.2841311746253
1235,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2012,2012 - 14,27.4655054097189
1236,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2012,2012 - 14,61.37004964766211
1237,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2012,2012 - 14,23.1812658556786
1238,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2012,2012 - 14,36.233819070342896
1239,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2012,2012 - 14,36.3941840275478
1240,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2012,2012 - 14,32.2082687954572
1241,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2012,2012 - 14,33.7364461856044
1243,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2013,2013 - 15,31.0255833285577
1244,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2013,2013 - 15,68.1351907700628
1245,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2013,2013 - 15,23.8522049660414
1246,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2013,2013 - 15,38.5953909108271
1247,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2013,2013 - 15,36.842362262767
1248,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2013,2013 - 15,32.4351653672322
1249,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2013,2013 - 15,36.3224057374948
1251,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2014,2014 - 16,33.1947264874246
1252,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2014,2014 - 16,66.4554307890351
1253,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2014,2014 - 16,23.9212962986951
1254,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2014,2014 - 16,38.41144728160271
1255,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2014,2014 - 16,37.4711621104922
1256,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2014,2014 - 16,31.5357584553784
1257,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2014,2014 - 16,38.221560157807204
1259,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2015,2015 - 17,35.474021220796104
1260,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2015,2015 - 17,62.5643447898539
1261,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2015,2015 - 17,26.7672177792015
1262,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2015,2015 - 17,38.072679585312294
1263,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2015,2015 - 17,36.409902774594606
1264,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2015,2015 - 17,32.0953672512952
1265,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2015,2015 - 17,41.721695285598
1267,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2016,2016 - 18,32.811265404302205
1268,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2016,2016 - 18,62.1106482125424
1269,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2016,2016 - 18,29.9382623152126
1270,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2016,2016 - 18,35.779391138764296
1271,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2016,2016 - 18,36.9500109534326
1272,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2016,2016 - 18,33.3930750620859
1273,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2016,2016 - 18,40.6957900862857
1275,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2017,2017 - 19,35.059452229282606
1276,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2017,2017 - 19,66.3336382841871
1277,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2017,2017 - 19,31.1481667019314
1278,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2017,2017 - 19,39.8073792481571
1279,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2017,2017 - 19,37.179049583853
1280,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2017,2017 - 19,35.0464882661282
1281,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2017,2017 - 19,38.542590828883206
1283,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2006,2006 - 08,20.1065031007644
1284,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Croydon CCG,Outer,2006,2006 - 08,30.56
1285,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2006,2006 - 08,45.9597476414909
1286,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2006,2006 - 08,16.1279031960819
1287,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2006,2006 - 08,32.364403052982304
1288,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Kingston CCG,Outer,2006,2006 - 08,28.23
1289,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Merton CCG,Outer,2006,2006 - 08,22.62
1290,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2006,2006 - 08,25.9861146274639
1291,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Richmond CCG,Outer,2006,2006 - 08,30.86
1292,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2006,2006 - 08,27.9129777626958
1293,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Sutton CCG,Outer,2006,2006 - 08,23.01
1294,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Wandsworth CCG,Outer,2006,2006 - 08,38.38
1295,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Guildford and Waverley CCG,Outer,2006,2006 - 08,21.9
1296,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2006,2006 - 08,24.0179007098287
1298,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2007,2007 - 09,20.9752372110946
1299,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Croydon CCG,Outer,2007,2007 - 09,30.01
1300,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2007,2007 - 09,55.3799792808662
1301,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2007,2007 - 09,16.7246973409356
1302,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2007,2007 - 09,32.0377241645719
1303,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Kingston CCG,Outer,2007,2007 - 09,25.36
1304,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Merton CCG,Outer,2007,2007 - 09,23.8
1305,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2007,2007 - 09,26.949143468905
1306,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Richmond CCG,Outer,2007,2007 - 09,27.95
1307,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2007,2007 - 09,23.787913292625
1308,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Sutton CCG,Outer,2007,2007 - 09,25.72
1309,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Wandsworth CCG,Outer,2007,2007 - 09,37.47
1310,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Guildford and Waverley CCG,Outer,2007,2007 - 09,24.15
1311,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2007,2007 - 09,23.986731122660604
1313,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2008,2008 - 10,24.4403260850735
1314,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Croydon CCG,Outer,2008,2008 - 10,29.35
1315,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2008,2008 - 10,57.8025475520644
1316,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2008,2008 - 10,15.8633098720506
1317,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2008,2008 - 10,33.376463901550395
1318,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Kingston CCG,Outer,2008,2008 - 10,25.39
1319,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Merton CCG,Outer,2008,2008 - 10,28.96
1320,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2008,2008 - 10,27.8362295488763
1321,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Richmond CCG,Outer,2008,2008 - 10,25.09
1322,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2008,2008 - 10,25.1917712029581
1323,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Sutton CCG,Outer,2008,2008 - 10,26.39
1324,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Wandsworth CCG,Outer,2008,2008 - 10,38.46
1325,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Guildford and Waverley CCG,Outer,2008,2008 - 10,24.12
1326,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2008,2008 - 10,27.044825681107202
1328,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2009,2009 - 11,23.6033202844945
1329,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Croydon CCG,Outer,2009,2009 - 11,28.05
1330,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2009,2009 - 11,57.4599537442212
1331,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2009,2009 - 11,16.1214836720373
1332,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2009,2009 - 11,34.2402231250927
1333,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Kingston CCG,Outer,2009,2009 - 11,27.26
1334,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Merton CCG,Outer,2009,2009 - 11,30.84
1335,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2009,2009 - 11,30.162441530285893
1336,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Richmond CCG,Outer,2009,2009 - 11,23.47
1337,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2009,2009 - 11,22.188035980829202
1338,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Sutton CCG,Outer,2009,2009 - 11,30.47
1339,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Wandsworth CCG,Outer,2009,2009 - 11,39.85
1340,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Guildford and Waverley CCG,Outer,2009,2009 - 11,25.02
1341,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2009,2009 - 11,28.5081927201514
1343,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2010,2010 - 12,25.4914811527063
1344,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Croydon CCG,Outer,2010,2010 - 12,31.98
1345,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2010,2010 - 12,53.9026321809376
1346,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2010,2010 - 12,18.9019273497126
1347,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2010,2010 - 12,35.6236549636374
1348,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Kingston CCG,Outer,2010,2010 - 12,28.34
1349,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Merton CCG,Outer,2010,2010 - 12,35.55
1350,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2010,2010 - 12,31.9588613402382
1351,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Richmond CCG,Outer,2010,2010 - 12,26.21
1352,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Surrey Heath CCG,Outer,2010,2010 - 12,26.1952480106704
1353,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Sutton CCG,Outer,2010,2010 - 12,36.04
1354,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Wandsworth CCG,Outer,2010,2010 - 12,41.28
1355,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Guildford and Waverley CCG,Outer,2010,2010 - 12,24.3
1356,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Berkshire West CCG,Outer,2010,2010 - 12,30.035545120402602
1358,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Brent CCG,Outer,2011,2011 - 13,25.4601168321151
1359,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Croydon CCG,Outer,2011,2011 - 13,35.0
1360,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Hammersmith And Fulham CCG,Outer,2011,2011 - 13,54.6968540562496
1361,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Harrow CCG,Outer,2011,2011 - 13,21.398203968088698
1362,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Herts Valleys CCG,Outer,2011,2011 - 13,35.5924995572255
1363,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Kingston CCG,Outer,2011,2011 - 13,30.35
1364,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Merton CCG,Outer,2011,2011 - 13,37.84
1365,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Oxfordshire CCG,Outer,2011,2011 - 13,35.1328989861294
1366,Mortality rate from COPD as a contributory cause,COPD (contributory cause),NHS Richmond CCG,Outer,2011,2011 - 13,28.09
